Rank,NCT Number,Title,Acronym,Status,Conditions.1,Conditions.2,Conditions.3,Conditions.4,Conditions.5,Conditions.6,Conditions.7,Interventions,Sponsor/Collaborators,Gender,Age,Enrollment,Funded Bys,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Last Update Posted,Locations.1,Country,Generalized Condition,Has Chronic Condition,Condition Count,Total Days Taken
3170.0,NCT04425031,Handling Oxygenation Targets in COVID-19,HOT-COVID,Recruiting,Hypoxemic Respiratory Failure,Oxygen Toxicity,,,,,,Drug: Oxygen,"Aalborg University Hospital|Rigshospitalet, Denmark|Copenhagen Trial Unit, Center for Clinical Intervention Research",All,"18 Years and older   (Adult, Older Adult)",780.0,Other,Interventional,2020-08-25,01/12/22,2024-01-03,11/06/20,14/09/20,"Dept. of Intensive Care, Aalborg University Hospital, Aalborg, Denmark|Dept. of Intensive Care 4131, Copenhagen University Hospital Rigshospitalet, Copenhagen, Denmark|Dept. of Intensive Care, Herlev Hospital, Herlev, Denmark|Dept. of Intensive Care, Hillerød Hospital, Hillerød, Denmark|Dept. of Intensive Care, Holbæk Hospital, Holbæk, Denmark|Dept. of Intensive Care, Kolding Hospital, Kolding, Denmark|Dept. of Intensive Care, Køge Hospital, Køge, Denmark|Dept. of Intensive Care, Slagelse Hospital, Slagelse",Denmark,Respiratory Diseases,1,2,1226.0
3171.0,NCT04619693,Biomarkers for Dexamethasone Response in Sars-Cov-2 / COVID-19 Pneumonia,CortiCORONA,Recruiting,"Pneumonia, Viral",SARS-Cov-2,,,,,,,"University Hospital, Montpellier",All,"18 Years and older   (Adult, Older Adult)",100.0,Other,Observational,2020-11-18,18/09/21,2021-09-18,06/11/20,14/01/21,"Clinique du Parc, Montpellier, France|University Hospitals of Montpellier, Montpellier",France,Respiratory Diseases,1,2,304.0
3172.0,NCT04363736,A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,MARIPOSA,Completed,COVID-19,,,,,,,Drug: Tociliuzumab,Hoffmann-La Roche,All,"18 Years and older   (Adult, Older Adult)",100.0,Industry,Interventional,2020-05-05,12/08/20,2020-12-08,27/04/20,11/09/20,"Mayo Clinic - Arizona, Phoenix, Arizona, United States|St. Jude Medical Center, Fullerton, California, United States|LAC + USC Medical Center, Los Angeles, California, United States|USC Keck Medical Center of USC, Los Angeles, California, United States|Norwalk Hospital, Norwalk, Connecticut, United States|Medstar Georgetown University Hospital, Washington, District of Columbia, United States|Mayo Clinic, Jacksonville, Florida, United States|Advocate Christ Medical Center, Oak Lawn, Illinois, United States|Advocate Lutheran General Hospital, Park Ridge, Illinois, United States|MedPharmics, Metairie, Louisiana, United States|University of Maryland, Baltimore, Maryland, United States|Renown Institute for Heart & Vascular Health, Reno, Nevada, United States|St Joseph's Regional Medical Center, Wayne, New Jersey, United States|SUNY Downstate Medical Center., Brooklyn, New York, United States|Jamaica Hospital Medical Center, Jamaica, New York, United States|Vassar Brothers Medical Center, Poughkeepsie, New York, United States|Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States|University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States|Mercy St. Vincent Medical Center, Toledo, Ohio, United States|Lehigh Valley Health Network, Allentown, Pennsylvania, United States|Temple University Hospital, Philadelphia, Pennsylvania, United States|Allegheny Health Network (Pittsburg PA), Pittsburgh, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States|Houston Methodist Hospital, Houston, Texas, United States|Michael E. DeBakey VA Medical Center, Houston, Texas, United States|Houston Methodist Sugar Land Hospital, Sugar Land, Texas",United States,Respiratory Diseases,1,1,217.0
3173.0,NCT04731116,Cannabidiol Treatment for Severe and Critical Coronavirus (COVID-19) Pulmonary Infection,,Recruiting,COVID-19,,,,,,,Drug: Cannabidiol,Rabin Medical Center,All,"18 Years and older   (Adult, Older Adult)",40.0,Other,Interventional,2021-10-01,31/12/21,2022-04-30,29/01/21,29/01/21,"Rabin Medical Center, Petach Tikva",Israel,Respiratory Diseases,1,1,211.0
3174.0,NCT04407468,Awake Prone Positioning and Oxygen Therapy in Patients With COVID-19,APRONOX,Completed,COVID-19,ARDS,Pneumonia,,,,,Procedure: Prone position,Hospital General San Juan del Rio|Instituto Nacional de Cancerologia de Mexico,All,"18 Years and older   (Adult, Older Adult)",827.0,Other,Observational,2020-01-05,13/07/20,2020-07-13,29/05/20,15/07/20,"Hospital Materno Celaya, Celaya, Guanajuato, Mexico|Hospital Santo Tomas, Querétaro City, Queretaro, Mexico|Hospital General San Juan del Rio, Querétaro City, Queretaro, Mexico|ISSSTE Hospital Regional Merida, Mérida, Yucatan, Mexico|Hospital General de Zona 48 San PEDRO Xalpa IMSS, Estado De México, Mexico|Hospital Fernando Quiroz Gutierrez, Mexico City",Mexico,Respiratory Diseases,1,3,190.0
3175.0,NCT04588480,"Study to Evaluate the Safety, Tolerability, and Immunogenicity of an RNA Vaccine Candidate Against COVID-19 in Healthy Japanese Adults",,"Active, not recruiting",COVID-19,COVID-19,,,,,,Biological: BNT162b2|Other: Placebo,BioNTech SE|Pfizer,All,"20 Years to 85 Years   (Adult, Older Adult)",160.0,Industry,Interventional,2020-10-21,30/11/21,2021-11-30,19/10/20,19/03/21,"SOUSEIKAI Sumida Hospital, Sumida-ku, Tokyo, Japan|SOUSEIKAI PS Clinic, Fukuoka",Japan,Respiratory Diseases,1,2,405.0
3176.0,NCT04826822,Spironolactone and Dexamethasone in Patients Hospitalized With COVID-19,SPIDEX-II,Recruiting,Coronavirus Infection,"Pneumonia, Viral",,,,,,Drug: Spironolactone + Dexamethasone|Drug: Standard-of-care SARS-CoV-2 treatment,Chita State Regional Clinical Hospital Number 1,All,"18 Years and older   (Adult, Older Adult)",440.0,Other,Interventional,2021-02-24,08/07/21,2021-02-09,01/04/21,01/04/21,"Chita State Regional Clinical Hospital Number 1, Chita",Russian Federation,Respiratory Diseases,1,2,-15.0
3177.0,NCT04394442,Hydroxychloroquine in COVID-19 Patients,,Recruiting,COVID-19,,,,,,,Drug: Hydroxychloroquine,Samah Lutfy|Zagazig University,All,"18 Years to 70 Years   (Adult, Older Adult)",200.0,Other,Interventional,2020-03-21,01/08/20,2020-01-08,19/05/20,19/05/20,"SNH, Mecca",Saudi Arabia,Respiratory Diseases,1,1,-73.0
3178.0,NCT04517630,Renal Biomarkers in AKI and COVID-19,,Recruiting,Coronavirus Infection,COVID-19,SARS (Severe Acute Respiratory Syndrome),AKI,,,,"Diagnostic Test: urinary NGAL, TIMP-2, IGFBP7, IL-6, viral load and metabolomic",Instituto Nacional de Enfermedades Respiratorias,All,"18 Years to 70 Years   (Adult, Older Adult)",90.0,Other,Observational,2020-01-06,30/09/21,2022-09-30,18/08/20,09/02/21,"Centro de Investigacion en Enfermedades Infecciosas, Mexico City",Mexico,Respiratory Diseases,1,4,998.0
3179.0,NCT04324463,Anti-Coronavirus Therapies to Prevent Progression of Coronavirus Disease 2019 (COVID-19) Trial,ACTCOVID19,Recruiting,Coronavirus,Severe Acute Respiratory Syndrome,,,,,,Drug: Colchicine|Drug: Interferon-Beta|Drug: Aspirin|Drug: Rivaroxaban,Population Health Research Institute|Bayer,All,"18 Years and older   (Adult, Older Adult)",4000.0,Other|Industry,Interventional,2020-04-21,31/12/20,2021-06-30,27/03/20,08/10/20,"Prodal Saude S/A, Salvador, BA, Brazil|Hospital das Clinicas de Vitoria (Hospital Universitario Cassiano Antonio Moraes), Vitoria, ES, Brazil|Hospital das Clinicas da Universidade Federal de Goias, Goiania, GO, Brazil|Ubermed Serviços em Saúde Eireli - Hospital São Domingos, Uberaba, MG, Brazil|Hospital de Clínicas da Universidade Federal de Uberlândia, Uberlândia, MG, Brazil|Hospital Universitario Julio Muller, Cuiabá, Mount, Brazil|Hospital Universitario da UFPI - Filial EBSERH, Teresina, PI, Brazil|Hospital Universitario Gaffree e Guinle, Rio de Janeiro, RJ, Brazil|Hospital Universitario Prof. Dr. Horacio Carlos Panepucci da Universidade Federal de Sao Carlos (HU-UFSCar), São Carlos, SP, Brazil|Hospital Alemão Oswaldo Cruz, São Paulo, SP, Brazil|Hospital de Doencas Tropicais - HDT/UFT, Araguaina, TO, Brazil|Hamilton Health Sciences, Hamilton, Ontario, Canada|London Health Sciences Centre, London, Ontario, Canada|CIUSSS de L'est-de-l'ile de Montreal, Hopital Maisonneuve-Rosemont, Montreal, Ontario, Canada|Southlake Regional Health Centre, Newmarket, Ontario, Canada|Halton Healthcare/Oakville Trafalgar Memorial Hospital, Oakville, Ontario, Canada|Niagara Health System-St. Catharine's, St. Catharines, Ontario, Canada|Toronto Western Hospital Family Health Team, Toronto, Ontario, Canada|Windsor Regional Hospital, Windsor, Ontario, Canada|Woodstock Hospital, Woodstock, Ontario, Canada|Estudios Clinicos Barros Luco Spa, Santiago, Region Metropolitana, Chile|Hospital El Pino, Santiago, Region Metropolitana, Chile|Biomelab SAS, Barranquilla, Atlantico, Colombia|Clinica de la Costa LTDA, Barranquilla, Atlantico, Colombia|Hospital Universidad del Norte, Barranquilla, Atlantico, Colombia|Centro de Diagnostico Cardiologico, Cartagena, Bolivar, Colombia|Clinica de Marly - Sede UniMarly, Bogota, Cundinamarca, Colombia|Fundacion Cometa, Pasto, Narino, Colombia|Fundacion Cardiomet CEQUIN, Armenia, Quindio, Colombia|Fundacion Oftalmologica de Santander - FOSCAL, Bucaramanga, Santander, Colombia|Fundacion Centro de Investigaciones Biomedicas Riescard, El Espinal, Tolima, Colombia|Clinica Internacional La Misericordia, Barranquilla, Colombia|Unicormed, Guayaquil, Guayas, Ecuador|Hospital de Especialidades Eugenio Espejo, Quito, Pichincha, Ecuador|Hospital Enrique Garces, Quito, Pichincha, Ecuador|Hospital General Docente de Calderon, Quito, Pichincha, Ecuador|Hospital General Pablo Arturo Suarez, Quito, Pichincha, Ecuador|Giza Chest Hospital, Giza, Cairo, Egypt|Al Rajhi University Hospital, Assiut, Egypt|Abbasia Chest Hospital, Cairo, Egypt|Abbasia Fever Hospital, Cairo, Egypt|National Hepatology and Tropical Medicine Research Institute, Cairo, Egypt|Fayoum General Hospital, Fayoum, Egypt|Fayoum University Hospital, Fayoum, Egypt|CIMS Hospital, Ahmedabad, Gujarat, India|City Plus Hospital, Ahmedabad, Gujarat, India|Sanjivani Hospital, Ahmedabad, Gujarat, India|GMERS Medical College & Hospital, Vadodara, Gujarat, India|Post Graduate Institute of Medical Sciences (PGIMS), Rohtak, Haryana, India|Mazumdar Shaw Medical Centre a Unit of Narayana, Bangalore, Karnataka, India|Bharathi Hospital and Research Center, Pune, Maharashtra, India|Sidhu Hospital Pvt.Ltd, Doraha, Punjab, India|Vijaya Medical & Educational Trust, Chennai, Tamil Nadu, India|SRM Institute of Science and Technology, Kattankulathur, Tamil Nadu, India|AIG Hospital, Hyderabad, Telangana, India|KIMS, Hyderabad, Telangana, India|Mahavir Hospital & Research Centre, Hyderabad, Telangana, India|Jinnah Postgraduate Medical Center, Karachi, Pakistan|Tabba Heart Institute, Karachi, Pakistan|Philippine General Hospital, Manila, Metro Manila, Philippines|Altai Regional Center for Medical Prevention, Barnaul, Russian Federation|Altai Regional Hospital for War Veterans, Barnaul, Russian Federation|City Clinical Hospital No. 15 named after O.M. Filatova, Moscow, Russian Federation|National Medical Research Center for Therapy and Preventive Medicine, Moscow, Russian Federation|City Clinical Hospital No. 10, Nizhny Novgorod, Russian Federation|City Clinical Hospital No. 3, Nizhny Novgorod, Russian Federation|Rostov State Medical University, Rostov-on-Don, Russian Federation|King Saud Medical City, Riyadh, Saudi Arabia|Thumbay Hospital Dubai, Al Qusais, Dubai, United Arab Emirates|Hatta Hospital, Hatta, Dubai, United Arab Emirates|Rashid Hospital, Dubai Health Authority, Umm Hurair, Dubai",United Arab Emirates,Respiratory Diseases,1,2,435.0
3180.0,NCT04818320,Favipiravir in High-risk COVID-19 Patients,,Recruiting,COVID-19,,,,,,,Drug: Favipiravir,"Penang Hospital, Malaysia|Enche' Besar Hajjah Khalsom Hospital|Jasin Hospital|Kepala Batas Hospital|Melaka Hospital|Permai Hospital|Queen Elizabeth Hospital|Raja Perempuan Zainab II Hospital|Raja Permaisuri Bainun Hospital|Sultanah Aminah Hospital|Sultanah Nur Zahirah Hospital|Sungai Buloh Hospital|Tampin Hospital|Tengku Ampuan Afzan Hospital|Tuanku Fauziah Hospital|Tuanku Jaafar Hospital|Tumpat Hospital|Institute for Clinical Research",All,"50 Years and older   (Adult, Older Adult)",500.0,Other,Interventional,2021-02-16,31/08/21,2021-12-31,26/03/21,06/04/21,"Penang General Hospital, George Town, Pulau Pinang",Malaysia,Respiratory Diseases,1,1,318.0
3181.0,NCT04359277,A Randomized Trial of Anticoagulation Strategies in COVID-19,,Terminated,COVID-19,,,,,,,Drug: Enoxaparin Higher Dose|Drug: Lower-dose prophylactic anticoagulation,NYU Langone Health,All,"18 Years to 75 Years   (Adult, Older Adult)",77.0,Other,Interventional,2020-04-21,20/09/20,2020-09-20,24/04/20,08/10/20,"NYU Langone Health, New York, New York",United States,Respiratory Diseases,1,1,152.0
3182.0,NCT04649333,COVID-19 and Sports - an Online Survey on the Impact of the Pandemic and Possible Preventive Measures,,Completed,COVID-19,,,,,,,,Medical University Innsbruck|Universitaet Innsbruck,All,"18 Years and older   (Adult, Older Adult)",1336.0,Other,Observational,2020-06-15,31/08/20,2020-08-31,02/12/20,04/12/20,"Medical University Innsbruck, Innsbruck, Tyrol",Austria,Respiratory Diseases,1,1,77.0
3183.0,NCT04334460,Safety and Antiviral Activity of BLD-2660 in COVID-19 Hospitalized Subjects,,"Active, not recruiting",Sars-CoV-2,COVID-19,,,,,,Drug: BLD-2660,Blade Therapeutics|Clinipace Worldwide,All,"18 Years and older   (Adult, Older Adult)",120.0,Industry,Interventional,2020-04-05,11/11/20,2021-01-11,06/04/20,23/02/21,"Blade Research Site, Irvine, California, United States|Blade Research Site, Los Angeles, California, United States|Blade Reseach Site, San Jose, California, United States|Blade Research Site, Washington, District of Columbia, United States|Blade Research Site, Washington, District of Columbia, United States|Blade Research Site, Brandon, Florida, United States|Blade Research Site, Fort Pierce, Florida, United States|Blade Research Site, Panama City, Florida, United States|Blade Research Site, Tampa, Florida, United States|Blade Research Site, Idaho Falls, Idaho, United States|Blade Research Site, Peoria, Illinois, United States|Blade Research Site, Ames, Iowa, United States|Blade Research Site, Lexington, Kentucky, United States|Blade Research Site, Louisville, Kentucky, United States|Blade Research Site, Baltimore, Maryland, United States|Blade Research Site, Detroit, Michigan, United States|Blade Research Site, Farmington Hills, Michigan, United States|Blade Research Site, Omaha, Nebraska, United States|Blade Research Site, Ridgewood, New Jersey, United States|Blade Research Site, Charleston, North Carolina, United States|Blade Research Site, Durham, North Carolina, United States|Blade Research Site, Fayetteville, North Carolina, United States|Blade Research Site, Philadelphia, Pennsylvania, United States|Blade Research Site, Charleston, South Carolina, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Blade Research Site, Dallas, Texas, United States|Blade Research Site, Spokane, Washington, United States|Blade Research Site, Campinas, Sao Paulo, Brazil|Blade Research Site, Bahia, Brazil|Blade Research Site, Belo Horizonte, Brazil|Blade Research Site, Botucatu, Brazil|Blade Research Site, Porto Velho, Brazil|Blade Research Site, Ribeirão Preto, Brazil|Blade Research Site, São José Do Rio Preto, Brazil|Blade Research Site, Vitória",Brazil,Respiratory Diseases,1,2,281.0
3184.0,NCT04406532,Home-Based Covid-19 Rehabilitation Program,,Not yet recruiting,COVID-19,,,,,,,Behavioral: PT-Pal|Behavioral: Self-guided exercises,Albert Einstein College of Medicine,All,"18 Years and older   (Adult, Older Adult)",100.0,Other,Interventional,2021-01-05,01/01/22,2022-01-03,28/05/20,04/03/21,,,Respiratory Diseases,1,1,363.0
3185.0,NCT04534790,Anti-inflammatory Effect of Low-Dose Whole-Lung Radiation for COVID-19 Pneumonia,,Completed,COVID-19,,,,,,,Radiation: Low Dose Radiotherapy,Instituto Mexicano del Seguro Social,All,"18 Years to 100 Years   (Adult, Older Adult)",30.0,Other,Interventional,2020-07-24,12/12/20,2021-08-01,01/09/20,09/02/21,"Social Secure Mexican Institute, Leon, Guanajuato",Mexico,Respiratory Diseases,1,1,373.0
3186.0,NCT04427566,Low Dose Whole Lung Radiation Therapy for Patients With COVID-19 and Respiratory Compromise,VENTED,Recruiting,COVID-19,,,,,,,Radiation: Radiation therapy,Ohio State University Comprehensive Cancer Center,All,"18 Years and older   (Adult, Older Adult)",24.0,Other,Interventional,2020-07-23,31/12/21,2021-12-31,11/06/20,15/03/21,"Arthur G. James Cancer Hospital and Solove Research Institute at Ohio State University Medical Center, Columbus, Ohio",United States,Respiratory Diseases,1,1,526.0
3187.0,NCT04351347,The Efficacy of Ivermectin in Larger Doses in COVID-19 Treatment,,Recruiting,COVID-19,,,,,,,Drug: Ivermectin,Tanta University,All,"Child, Adult, Older Adult",300.0,Other,Interventional,2020-06-16,01/12/30,2030-01-12,17/04/20,10/03/21,"Tanta University, Tanta",Egypt,Respiratory Diseases,1,1,3497.0
3188.0,NCT04693052,Attitudes Towards Receiving Mental Health Care Using Telehealth During the COVID-19 Pandemic,,Enrolling by invitation,Psychiatric Disorder,Mental Health Disorder,Stress,Adjustment Disorders,,,,Other: No interventions,Northwestern University,All,"18 Years and older   (Adult, Older Adult)",600.0,Other,Observational,2020-10-12,01/02/21,2021-06-30,05/01/21,05/01/21,"Feinberg School of Medicine, Chicago, Illinois",United States,Mental Health,1,4,261.0
3189.0,NCT04485364,Place of Circulating Biomarkers and Respiratory Eicosanoids in the Prognosis of Severe Forms of Covid-19 Pneumonia,BIOCOVID,"Active, not recruiting",Coronavirus,COVID-19,,,,,,,Groupe Hospitalier Paris Saint Joseph|Versailles Hospital|Centre Hospitalier Victor Dupouy,All,"18 Years and older   (Adult, Older Adult)",100.0,Other,Observational,2020-04-14,14/04/20,2020-10-31,24/07/20,24/07/20,"Groupe Hospitalier Paris Saint-Joseph, Paris",France,Respiratory Diseases,1,2,200.0
3190.0,NCT04380376,Low-doses Melphalan Inhalation in Patients With COVID-19 (CoronavIrus Disease 2019) Pneumonia,MICOV,Recruiting,COVID-19,Viral Pneumonia,,,,,,Drug: Melphalan|Other: Standard of care,"Federal State Budgetary Institution, Pulmonology Scientific Research Institute|Medsi Clinic #1, Moscow|Moscow State University of Medicine and Dentistry",All,"18 Years and older   (Adult, Older Adult)",60.0,Other,Interventional,2020-04-30,30/10/20,2020-10-30,08/05/20,12/05/20,"Kirill Zykov, Moscow, Russian Federation|Clinical hospital, Moscow",Russian Federation,Respiratory Diseases,1,2,183.0
3191.0,NCT04477642,Abatacept for Patients With COVID-19 and Respiratory Distress,,Withdrawn,COVID-19,,,,,,,Drug: Abatacept,Beth Israel Deaconess Medical Center|Boston Children's Hospital|Bristol-Myers Squibb|Brigham and Women's Hospital,All,"18 Years and older   (Adult, Older Adult)",0.0,Other|Industry,Interventional,2020-01-08,01/10/20,2020-01-12,20/07/20,20/07/20,"Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Boston Children's Hospital, Boston, Massachusetts",United States,Respiratory Diseases,1,1,4.0
